fix_commit,fname,changed_lines,bug_commits
e71fd1d,scripts/clean_contract_json.sh,"[[('-1', '6'), ('+0', '0')]]",{'3f226d5c'}
45d2452,contracts/protocol/interestoracle/InterestOracle.sol,"[[('-1', '24'), ('+0', '0')]]",{'^cbd51dd'}
cef3f2a,package-lock.json,"[[('-3', '1'), ('+3', '1')], [('-3496', '1'), ('+3495', '0')], [('-3514', '1'), ('+3512', '0')], [('-3526', '1'), ('+3523', '0')], [('-3535', '2'), ('+3532', '1')], [('-3541', '2'), ('+3537', '1')], [('-3547', '2'), ('+3542', '1')], [('-4682', '1'), ('+4676', '2')], [('-11287', '2'), ('+11282', '1')]]","{'712d65f9', '0d3ba130'}"
cef3f2a,package.json,"[[('-3', '1'), ('+3', '1')], [('-70', '0'), ('+71', '1')]]",{'712d65f9'}
296814d,package-lock.json,"[[('-3', '1'), ('+3', '1')]]",{'d59e4386'}
296814d,package.json,"[[('-3', '1'), ('+3', '1')]]",{'d59e4386'}
5131fd6,package-lock.json,"[[('-3', '1'), ('+3', '1')]]",{'9944fb68'}
5131fd6,package.json,"[[('-3', '1'), ('+3', '1')]]",{'9944fb68'}
2839b29,README.md,"[[('-23', '1'), ('+23', '1')]]",{'c93a86e9'}
faa1c6a,package-lock.json,"[[('-3', '1'), ('+3', '1')]]",{'f274a74d'}
faa1c6a,package.json,"[[('-3', '1'), ('+3', '1')]]",{'f274a74d'}
632614a,package-lock.json,"[[('-3', '1'), ('+3', '1')]]",{'77de2e78'}
632614a,package.json,"[[('-3', '1'), ('+3', '1')]]",{'77de2e78'}
c48f761,package-lock.json,"[[('-3', '1'), ('+3', '1')]]",{'e4c59834'}
c48f761,package.json,"[[('-3', '1'), ('+3', '1')]]",{'e4c59834'}
bef31f5,package-lock.json,"[[('-3', '1'), ('+3', '1')]]",{'d437bee9'}
bef31f5,package.json,"[[('-3', '1'), ('+3', '1')]]",{'d437bee9'}
9b7a42c,docs/index.html,"[[('-20', '1'), ('+20', '1')]]",{'770edc1d'}
dcc8341,package-lock.json,"[[('-3', '1'), ('+3', '1')]]",{'6afd334c'}
dcc8341,package.json,"[[('-3', '1'), ('+3', '1')]]",{'6afd334c'}
ace832b,package-lock.json,"[[('-3', '1'), ('+3', '1')], [('-473', '6'), ('+472', '0')], [('-5468', '1'), ('+5462', '2')], [('-5492', '1'), ('+5487', '2')], [('-5498', '0'), ('+5495', '1')], [('-5513', '1'), ('+5510', '2')], [('-5519', '1'), ('+5517', '2')], [('-5525', '1'), ('+5524', '2')], [('-5654', '1'), ('+5654', '2')], [('-5667', '0'), ('+5669', '1')], [('-5683', '0'), ('+5686', '1')], [('-5767', '0'), ('+5771', '1')], [('-5787', '1'), ('+5791', '2')], [('-5809', '1'), ('+5814', '2')], [('-5859', '1'), ('+5865', '2')], [('-5872', '0'), ('+5880', '1')], [('-6008', '0'), ('+6017', '1')], [('-6029', '0'), ('+6039', '1')], [('-6076', '1'), ('+6086', '2')], [('-7155', '1'), ('+7166', '2')], [('-7176', '1'), ('+7188', '2')], [('-7181', '0'), ('+7195', '1')], [('-7196', '1'), ('+7210', '2')], [('-7201', '1'), ('+7216', '2')], [('-7206', '1'), ('+7222', '2')], [('-7323', '1'), ('+7340', '2')], [('-7334', '0'), ('+7353', '1')], [('-7348', '0'), ('+7368', '1')], [('-7356', '1'), ('+7376', '2')], [('-7361', '0'), ('+7383', '1')], [('-7379', '0'), ('+7402', '1')], [('-7460', '1'), ('+7483', '2')], [('-7471', '0'), ('+7496', '1')], [('-7557', '1'), ('+7582', '2')], [('-7592', '0'), ('+7619', '1')], [('-7611', '0'), ('+7639', '1')], [('-7655', '1'), ('+7683', '2')], [('-7660', '1'), ('+7689', '2')], [('-18727', '1'), ('+18757', '1')], [('-18741', '1'), ('+18771', '1')]]","{'ce04226b', '7add5265', '07a7bd33', '77de2e78'}"
ace832b,package.json,"[[('-3', '1'), ('+3', '1')], [('-80', '1'), ('+79', '0')]]","{'ce04226b', '7add5265'}"
6aa9765,package.json,"[[('-25', '1'), ('+25', '1')]]",{'f0e5db97'}
b24e75c,package-lock.json,"[[('-3', '1'), ('+3', '1')]]",{'e7080bb0'}
b24e75c,package.json,"[[('-3', '1'), ('+3', '1')]]",{'e7080bb0'}
c1615ef,package-lock.json,"[[('-3', '1'), ('+3', '1')]]",{'96366227'}
c1615ef,package.json,"[[('-3', '1'), ('+3', '1')]]",{'96366227'}
af8423e,package-lock.json,"[[('-3', '1'), ('+3', '1')]]",{'ca6542da'}
af8423e,package.json,"[[('-3', '1'), ('+3', '1')]]",{'ca6542da'}
ec6bfcc,package.json,"[[('-3', '1'), ('+3', '1')]]",{'76d91207'}
712d65f,package-lock.json,"[[('-3', '1'), ('+3', '1')], [('-2514', '3'), ('+2514', '3')], [('-2703', '2'), ('+2703', '1')], [('-3570', '3'), ('+3569', '3')], [('-3603', '3'), ('+3602', '3')], [('-4134', '3'), ('+4133', '1')], [('-4201', '2'), ('+4197', '0')], [('-4328', '3'), ('+4323', '1')], [('-4336', '2'), ('+4328', '0')], [('-4347', '2'), ('+4337', '0')], [('-4357', '2'), ('+4345', '0')], [('-4398', '0'), ('+4386', '60')], [('-4557', '3'), ('+4604', '1')], [('-4637', '4'), ('+4682', '1')], [('-4678', '3'), ('+4720', '1')], [('-4685', '3'), ('+4725', '3')], [('-5227', '3'), ('+5267', '3')], [('-5232', '1'), ('+5272', '1')], [('-8456', '3'), ('+8496', '3')], [('-8696', '3'), ('+8736', '3')], [('-8987', '3'), ('+9027', '3')], [('-9187', '0'), ('+9228', '6')], [('-11348', '3'), ('+11394', '3')], [('-12284', '3'), ('+12330', '3')], [('-12289', '1'), ('+12335', '1')], [('-13164', '3'), ('+13210', '3')], [('-13172', '24'), ('+13218', '1')]]","{'^cbd51dd', '6602450d', '56b0717a', 'fc5250e4', 'f0e5db97', '0d3ba130', '8529038c', '40ab5bf5', 'bca68b19', 'dce169f8', '8f3c3917', '700435c0'}"
712d65f,package.json,"[[('-3', '1'), ('+3', '1')], [('-69', '0'), ('+70', '1')], [('-83', '1'), ('+83', '0')], [('-87', '1'), ('+87', '1')]]","{'f0e5db97', 'c5d2b85e', '700435c0'}"
38630b8,docs/README.md,"[[('-6', '1'), ('+5', '0')], [('-13', '1'), ('+11', '0')], [('-14', '0'), ('+13', '1')]]","{'8f3c3917', '770edc1d'}"
38630b8,docs/_sidebar.md,"[[('-3', '1'), ('+2', '0')], [('-4', '0'), ('+4', '1')]]",{'770edc1d'}
c19cd32,package-lock.json,"[[('-3', '1'), ('+3', '1')]]",{'7647520b'}
c19cd32,package.json,"[[('-3', '1'), ('+3', '1')]]",{'7647520b'}
1e436b1,migrations/deployed.json,"[[('-133', '2'), ('+133', '2')]]",{'361f400f'}
1e436b1,package-lock.json,"[[('-3', '1'), ('+3', '1')]]",{'361f400f'}
1e436b1,package.json,"[[('-3', '1'), ('+3', '1')]]",{'361f400f'}
30a0211,package-lock.json,"[[('-3', '1'), ('+3', '1')]]",{'c513f9fb'}
30a0211,package.json,"[[('-3', '1'), ('+3', '1')]]",{'c513f9fb'}
fad4063,package-lock.json,"[[('-3', '1'), ('+3', '1')]]",{'9a31ef24'}
fad4063,package.json,"[[('-3', '1'), ('+3', '1')]]",{'9a31ef24'}
11c73be,package-lock.json,"[[('-3', '1'), ('+3', '1')]]",{'168f034a'}
11c73be,package.json,"[[('-3', '1'), ('+3', '1')]]",{'168f034a'}
